SIMUL,DES
"[13, 8, 2, 2, 0, 0, 10, 10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[0, 0, 10, 10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[0]
"[0, 10, 10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[0]
"[0, 10, 10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[10]
"[10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[10]
"[10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[10, 5, 10, 5, 8, 8, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[10]
"[5, 8, 8, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 8, 8, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[5, 8, 8, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[2, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[2, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[2, 2, 2, 2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[2, 2, 10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 19, 12, 12, 12, 12, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 8, 8, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[10]
"[10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[10, 2, 2, 17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[2]
"[17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[17]
"[17, 17, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[17]
"[5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[5]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
"[8, 8, 8, 8, 8, 8, 8, 8, 0, 4, 5, 0, 5, 0, 0, 19, 17, 17, 0, 15, 0, 5, 5, 5, 10, 10, 10, 10, 10, 7, 10, 7, 7, 7, 7, 7, 19, 12, 12, 12, 12, 13, 2, 13, 10, 8, 5, 5, 5, 5, 13, 13, 13, 13, 13, 5, 4, 4, 4, 8, 8, 13, 2, 2, 2, 12, 12, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 2, 12, 5, 10, 10, 10, 4, 4, 5, 11, 5, 5, 8, 8, 0, 0, 2, 1, 13, 13, 0, 13, 13, 13, 4, 8, 0, 0, 5, 5, 5, 5, 5, 8, 8, 12, 5, 12, 2, 19, 0, 5, 5, 8, 8, 8]",[8]
