X,y
"[ 5  5 10 10 10 13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10
  8  8  8  8  8  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2
  2  2  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12
 12  0  0  5  5  5  5  5  5 17 19  0  8]",[5]
"[10 10 10 13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10  8  8
  8  8  8  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2  2  2
  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0
  0  5  5  5  5  5  5 17 19  0  8]",[10]
"[10 10 10 13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10  8  8
  8  8  8  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2  2  2
  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0
  0  5  5  5  5  5  5 17 19  0  8]",[10]
"[10 10 10 13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10  8  8
  8  8  8  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2  2  2
  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0
  0  5  5  5  5  5  5 17 19  0  8]",[10]
"[13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10  8  8  8  8  8
  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2  2  2  2  4  4
  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0  0  5  5
  5  5  5  5 17 19  0  8]",[13]
"[13 13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2 10  8  8  8  8  8
  0  0  0 10 10 10 10 19 10  8  2 13 13 13 13 13  8  8  2  2  2  2  4  4
  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0  0  5  5
  5  5  5  5 17 19  0  8]",[13]
"[13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8
  8  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8  2  2
  2  2  2  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13
 12 12  0 13 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0
  5  5  8  8  8]",[13]
"[13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8
  8  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8  2  2
  2  2  2  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13
 12 12  0 13 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0
  5  5  8  8  8]",[8]
"[13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8
  8  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8  2  2
  2  2  2  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13
 12 12  0 13 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0
  5  5  8  8  8]",[2]
"[13  8  2  2  0  0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8
  8  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8  2  2
  2  2  2  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13
 12 12  0 13 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0
  5  5  8  8  8]",[2]
"[ 0  0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0
 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2
  2  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0
 13 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8
  8  8]",[0]
"[ 0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10
 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2
  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13
 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8
  8]",[0]
"[ 0 10  5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10
 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2
  4  4  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13
 13 13  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8
  8]",[10]
"[ 5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10
 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4
  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13
  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[5]
"[ 5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10
 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4
  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13
  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[10]
"[ 5 10 10  5  8  8  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10
 10 10 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4
  4 12  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13
  8  4  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[10]
"[ 5  8  8  2  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10 10 10
 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12
  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4
  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[5]
"[ 5  8  8  2  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10 10 10
 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12
  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4
  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[8]
"[ 5  8  8  2  2  2  2  2  2 10  8  8  8  8  8  8  0  0  0 10 10 10 10 10
 10 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12
  4  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4
  0  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[8]
"[ 2  2  2  2  2  2  2 10  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10
 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12  4
  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2  2  2  2  2  2 10  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10
 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12  4
  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2  2  2  2  2  2 10  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10
 19 10  8  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12  4
  4  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  5  5  5  5  5  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2  2  2 10  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8
  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12  4  4  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  5  5  5
  5  5  8  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2  2  2 10  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8
  2 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  4 12  4  4  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  5  5  5
  5  5  8  8 12  5  5  5  5  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2 10  8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8
  2 13 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4
  5  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  0  5  5  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2 10  8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8
  2 13 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4
  5  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  0  5  5  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[2]
"[ 2  2 10  8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8
  2 13 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4
  5  2  8  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0
  0  5  5  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[10]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[ 8  8  8  8  8  8  8  8  5  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13
 13 13 13 13 13  8  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8
  8  5  0  0  2  1  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[8]
"[17  5 10  0  0  0 10 10 10 10 10 10 19 10  8  2 13 13 13 13 13 13 13  8
  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8  8  5  0  0  2  1
  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[17]
"[ 5 10  0  0  0 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13  8
  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8  8  5  0  0  2  1
  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[5]
"[ 5 10  0  0  0 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13  8
  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8  8  5  0  0  2  1
  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[10]
"[ 5 10  0  0  0 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13  8
  8 13  2  2  2  2  2  2  4  4  2  4 12  4  4  5  2  8  8  5  0  0  2  1
  7 10 10 10 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5 12  2 17 19  0  5  5  8  8  8]",[0]
"[ 0  0 10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8
 13  2  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2
  1  7 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5
  8  8 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[0]
"[ 0  0 10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8
 13  2  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2
  1  7 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5
  8  8 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[0]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10 10 10 10 10 10  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2
  2  2  2  2  2  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7
 10 10 10 10 13 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8
 12  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[ 1  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2
  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13
 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[1]
"[ 1  0 10 19 10  8  2 13 13 13 13 13 13 13 13  8  8 13  2  2  2  2  2  2
  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13
 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[0]
"[10 19 10  8  2 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2
  4  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13
 13 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[19 10  8  2 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[19]
"[10  8  2 13 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[10]
"[10  8  2 13 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[8]
"[10  8  2 13 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[2]
"[10  8  2 13 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[10  8  2 13 13 13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4
  4  2  4 12  5  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13
 13 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13 13 13 13 13 13 13  8  8  8  8 13  2  2  2  2  2  2  4  4  2  4 12  5
  4  4  5  2  8  8  8  5  0  0  2  1  7 10 10 10 10 13 13 13 12 12  0 13
 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11
 19  0  5 13  5  5  8  8  8  8  8]",[13]
"[13  8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5
  2  8  8  8  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12
 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2
 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[13]
"[ 8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2
 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
