X,y
"[ 8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2
 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2
 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2
 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2
 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[13  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12
  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13
 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19
  0  5 13  5  5  5  8  8  8  8  8  8]",[13]
"[ 2  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12
  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13
 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19
  0  5 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12
  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13
 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19
  0  5 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5
  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8
  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5
 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5
  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8
  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5
 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5
  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8
  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5
 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5
  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8
  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5
 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  2  2  2  2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5
  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8
  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5
 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1
  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5
  5  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8
  8  8  8  8  8]",[2]
"[ 4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7
 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5
  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8
  8  8  8  8]",[4]
"[ 4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7
 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5
  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8
  8  8  8  8]",[4]
"[ 4  4  2  4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7
 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5
  5  5  8  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8
  8  8  8  8]",[2]
"[ 4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10
 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8
  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8
  8]",[4]
"[ 4 12  5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10
 10 10 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8
  8 12  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8
  8]",[12]
"[ 5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10
 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[5]
"[ 5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10
 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[12]
"[ 5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10
 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[4]
"[ 5 12  4  4  5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10
 13 13 13 12 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12
  5  5  5  5  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[4]
"[ 5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12
 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5
  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[5]
"[ 5  2 12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12
 12 12 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5
  5 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[2]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[12]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[8]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[12]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[5]
"[12  8  8  8 12  5  5  0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12
 12 12  0 13 13 13  8  4  0  0  5  5  5  5  5  8  8 12  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[5]
"[ 0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13 13
  8  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[0]
"[ 0  0  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13 13
  8  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[0]
"[ 2  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12  2
 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 2  2  1  1  7 10 10 10 10 10 13 13 13 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12  2
 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[2]
"[ 1  1  7 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13
 13  8  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[1]
"[ 1  1  7 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13
 13  8  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[1]
"[ 1  1  7 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13
 13  8  4  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5
 12  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[7]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[10]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[17]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[17]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[13]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[13]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[13]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[17]
"[10 10 10 10 10 10 17 17 13 13 13 17 17 12 12 12 12 12  0 13 13 13 13  8
  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12
  2 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8]",[17]
"[12 12 12 12 12  0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5
  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 12 11 19  0  5 13  5  5
  5  8  8  8  8  8  8]",[12]
"[12 12 12 12 12  0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5
  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 12 11 19  0  5 13  5  5
  5  8  8  8  8  8  8]",[12]
"[12 12 12 12 12  0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5
  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 12 11 19  0  5 13  5  5
  5  8  8  8  8  8  8]",[12]
"[12 12 12 12 12  0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5
  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 12 11 19  0  5 13  5  5
  5  8  8  8  8  8  8]",[12]
"[12 12 12 12 12  0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5
  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 12 11 19  0  5 13  5  5
  5  8  8  8  8  8  8]",[12]
"[ 0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12
  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8
  8  8  8  8]",[0]
"[ 0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12
  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8
  8  8  8  8]",[13]
"[ 0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12
  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8
  8  8  8  8]",[13]
"[ 0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12
  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8
  8  8  8  8]",[13]
"[ 0 13 13 13 13 13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12
  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8
  8  8  8  8]",[13]
"[13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5
  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[13]
"[13 13  8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5
  5  5 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[13]
"[ 8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5
 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[8]
"[ 8  4  0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5
 12 10  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[4]
"[ 0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10
  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[0]
"[ 0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10
  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[0]
"[ 0  0  0  5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10
  2 17 17 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[0]
"[ 5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17
 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17
 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17
 12 11 19  0  5 13  5  5  5  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11
 19  0  5 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11
 19  0  5 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11
 19  0  5 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19
  0  5 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19
  0  5 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5
 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5
 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5
 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5
 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[8]
"[ 8  8  8  8  8 12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 11 19  0  5
 13 13  5  5  5  8  8  8  8  8  8  8  8  8]",[8]
"[12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5
  5  8  8  8  8  8  8  8  8  8]",[12]
"[12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5
  5  8  8  8  8  8  8  8  8  8]",[12]
"[12 12  5  5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5
  5  8  8  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[ 5  5  5  5  5  5 12 10  2 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8
  8  8  8  8  8  8  8]",[5]
"[12 10  2 17 17 17 12 12 11 19  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[12]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[10]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[2]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[17]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[17]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[17]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[12]
"[10  2 17 17 17 12 12 11 19  0  0  5 13 13  5  5  5  8  8  8  8  8  8  8
  8  8]",[12]
[11 19  0  0  5  5 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[11]
[19  0  0  5  5  5 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[19]
[19  0  0  5  5  5 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[0]
[ 0  5  5  5 13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[0]
[ 0  5  5  5 13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[5]
[ 5  5 13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[5]
[ 5  5 13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8],[5]
[13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8  8],[13]
[13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8  8],[13]
[13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8  8],[13]
[13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8  8],[5]
[13 13 13  5  5  5  5  8  8  8  8  8  8  8  8  8  8  8  8],[5]
[5 5 8 8 8 8 8 8 8 8 8 8 8 8],[5]
[5 5 8 8 8 8 8 8 8 8 8 8 8 8],[5]
[8 8 8 8 8 8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
[8 8 8 8 8 8 8 8],[8]
